"zbs_residencia_cd"|"ccaa_cd"|"codatzbs"|"n_zbs"
"4904"|"ES24"|"20904"|"CALACEITE"
"5407"|"ES24"|"20407"|"ARRABAL"
"1215"|"ES24"|"20215"|"MONZON RURAL"
"2520"|"ES24"|"20520"|"ROMAREDA - SEMINARIO"
"1113"|"ES24"|"20113"|"SARIÑENA"
"1205"|"ES24"|"20205"|"BENABARRE"
"4810"|"ES24"|"20810"|"MOSQUERUELA"
"1108"|"ES24"|"20108"|"HUESCA CAPITAL Nº 2 (SANTO GRIAL)"
"3613"|"ES24"|"20623"|"DELICIAS NORTE"
"2511"|"ES24"|"20511"|"TORRERO LA PAZ"
"3603"|"ES24"|"20613"|"BORJA"
"4903"|"ES24"|"20903"|"ANDORRA"
"5406"|"ES24"|"20406"|"ACTUR SUR"
"4804"|"ES24"|"20804"|"BAGUENA"
"4905"|"ES24"|"20905"|"CALANDA"
"4909"|"ES24"|"20909"|"HIJAR"
"2513"|"ES24"|"20513"|"SAGASTA-RUISEÑORES"
"3602"|"ES24"|"20612"|"LA ALMUNIA DE DOÑA GODINA"
"1111"|"ES24"|"20111"|"BERDUN"
"3703"|"ES24"|"20703"|"ATECA"
"3612"|"ES24"|"20622"|"DELICIAS SUR"
"5405"|"ES24"|"20405"|"ZUERA"
"3707"|"ES24"|"20707"|"MORATA DE JALON"
"2523"|"ES24"|"20523"|"FERNANDO EL CATOLICO"
"2524"|"ES24"|"20524"|"VALDESPARTERA-MONTECANAL"
"2519"|"ES24"|"20519"|"SAN JOSE SUR"
"4812"|"ES24"|"20812"|"SARRION"
"3611"|"ES24"|"20621"|"MARIA DE HUERVA"
"3303"|"ES24"|"20603"|"SOS DEL REY CATOLICO"
"3702"|"ES24"|"20702"|"ARIZA"
"5413"|"ES24"|"20413"|"ACTUR OESTE"
"2510"|"ES24"|"20510"|"SAN PABLO"
"2522"|"ES24"|"20522"|"HERNAN CORTES"
"4815"|"ES24"|"20815"|"VILLEL"
"1206"|"ES24"|"20206"|"BERBEGAL"
"4816"|"ES24"|"20817"|"TERUEL ENSANCHE"
"4911"|"ES24"|"20911"|"MUNIESA"
"3601"|"ES24"|"20611"|"ALAGON"
"1211"|"ES24"|"20211"|"LAFORTUNADA"
"5411"|"ES24"|"20254"|"MEQUINENZA"
"1210"|"ES24"|"20210"|"GRAUS"
"1207"|"ES24"|"20207"|"BINEFAR"
"1103"|"ES24"|"20103"|"BIESCAS-VALLE DE TENA"
"4912"|"ES24"|"20912"|"VALDERROBRES"
"1102"|"ES24"|"20102"|"AYERBE"
"5403"|"ES24"|"20403"|"LUNA"
"3615"|"ES24"|"20625"|"UNIVERSITAS"
"2508"|"ES24"|"20508"|"MADRE VEDRUNA-MIRAFLORES"
"4901"|"ES24"|"20901"|"ALCAÑIZ"
"3302"|"ES24"|"20602"|"SADABA"
"2515"|"ES24"|"20515"|"LAS FUENTES NORTE"
"3704"|"ES24"|"20704"|"CALATAYUD RURAL"
"3606"|"ES24"|"20616"|"GALLUR"
"3711"|"ES24"|"20711"|"SABIÑAN"
"2507"|"ES24"|"20507"|"INDEPENDENCIA"
"3609"|"ES24"|"20619"|"CARIÑENA"
"2504"|"ES24"|"20504"|"SASTAGO"
"2517"|"ES24"|"20517"|"SAN JOSE NORTE"
"2505"|"ES24"|"20505"|"REBOLERIA"
"3618"|"ES24"|"20628"|"MIRALBUENO-GARRAPINILLOS"
"1101"|"ES24"|"20101"|"ALMUDEVAR"
"3710"|"ES24"|"20710"|"CALATAYUD URBANA"
"5414"|"ES24"|"20414"|"PARQUE GOYA"
"4806"|"ES24"|"20806"|"CEDRILLAS"
"5402"|"ES24"|"20402"|"BUJARALOZ"
"4907"|"ES24"|"20907"|"CASPE"
"1213"|"ES24"|"20213"|"MONZON URBANA"
"5401"|"ES24"|"20401"|"ALFAJARIN"
"1114"|"ES24"|"20114"|"HUESCA CAPITAL Nº 3 (PIRINEOS)"
"4805"|"ES24"|"20805"|"CALAMOCHA"
"2512"|"ES24"|"20512"|"VENECIA"
"1203"|"ES24"|"20203"|"ALBALATE DE CINCA"
"4814"|"ES24"|"20814"|"UTRILLAS"
"4811"|"ES24"|"20811"|"SANTA EULALIA DEL CAMPO"
"1202"|"ES24"|"20202"|"AINSA"
"2525"|"ES24"|"20525"|"CAMPO DE BELCHITE"
"4906"|"ES24"|"20906"|"CANTAVIEJA"
"3705"|"ES24"|"20705"|"DAROCA"
"5412"|"ES24"|"20412"|"ACTUR NORTE"
"2509"|"ES24"|"20509"|"ALMOZARA"
"3607"|"ES24"|"20617"|"TARAZONA"
"5404"|"ES24"|"20404"|"VILLAMAYOR"
"3709"|"ES24"|"20709"|"VILLARROYA DE LA SIERRA"
"3701"|"ES24"|"20701"|"ALHAMA DE ARAGON"
"3610"|"ES24"|"20620"|"HERRERA DE LOS NAVARROS"
"4809"|"ES24"|"20809"|"MORA DE RUBIELOS"
"1106"|"ES24"|"20106"|"HECHO"
"5408"|"ES24"|"20408"|"AVENIDA CATALUÑA"
"1204"|"ES24"|"20204"|"BARBASTRO"
"4807"|"ES24"|"20807"|"CELLA"
"2516"|"ES24"|"20516"|"TORRE RAMONA"
"2521"|"ES24"|"20521"|"CASABLANCA"
"5410"|"ES24"|"20410"|"ZALFONADA"
"4801"|"ES24"|"20801"|"ALBARRACIN"
"4808"|"ES24"|"20808"|"MONREAL DEL CAMPO"
"1107"|"ES24"|"20107"|"HUESCA CAPITAL Nº 1 (PERPETUO SOCORRO)"
"3304"|"ES24"|"20604"|"TAUSTE"
"3605"|"ES24"|"20615"|"EPILA"
"1110"|"ES24"|"20110"|"JACA"
"1209"|"ES24"|"20209"|"FRAGA"
"1208"|"ES24"|"20208"|"CASTEJON DE SOS"
"1104"|"ES24"|"20104"|"BROTO"
"5409"|"ES24"|"20409"|"SANTA ISABEL"
"2503"|"ES24"|"20503"|"FUENTES DE EBRO"
"4908"|"ES24"|"20908"|"MAELLA"
"3608"|"ES24"|"20618"|"UTEBO"
"1112"|"ES24"|"20112"|"SABIÑANIGO"
"4803"|"ES24"|"20803"|"ALIAGA"
"3614"|"ES24"|"20624"|"BOMBARDA"
"4910"|"ES24"|"20910"|"MAS DE LAS MATAS"
"1201"|"ES24"|"20201"|"ABIEGO"
"2502"|"ES24"|"20525"|"CAMPO DE BELCHITE"
"1109"|"ES24"|"20109"|"HUESCA RURAL"
"1105"|"ES24"|"20105"|"GRAÑEN"
"4902"|"ES24"|"20902"|"ALCORISA"
"3616"|"ES24"|"20626"|"OLIVER"
"3706"|"ES24"|"20706"|"ILLUECA"
"3604"|"ES24"|"20614"|"CASETAS"
"1214"|"ES24"|"20214"|"TAMARITE DE LITERA"
"4817"|"ES24"|"20817"|"TERUEL ENSANCHE"
"3301"|"ES24"|"20601"|"EJEA DE LOS CABALLEROS"
"2518"|"ES24"|"20518"|"SAN JOSE CENTRO"
"4813"|"ES24"|"20813"|"TERUEL CENTRO"
"4802"|"ES24"|"20802"|"ALFAMBRA"
"2501"|"ES24"|"20525"|"CAMPO DE BELCHITE"
"3617"|"ES24"|"20627"|"VALDEFIERRO"
"50406"|"ES12"|"30406"|"Z.B.S. IV.6 - OVIEDO - VENTANIELLES - COLLOTO/CUALLOTO"
"50501"|"ES12"|"30501"|"Z.B.S. V.1 - CARREÑO"
"50514"|"ES12"|"30514"|"Z.B.S. V.14 - GIJON - ROCES - MONTEVIL"
"50418"|"ES12"|"30441"|"Z.E.S. 4.1 - BELMONTE DE MIRANDA"
"50205"|"ES12"|"30223"|"Z.E.S. 2.3 - DEGAÑA"
"50423"|"ES12"|"30420"|"Z.B.S. IV.20 - SIERO - LA FRESNEDA - LLANERA"
"50605"|"ES12"|"30605"|"Z.B.S. VI.5 - RIBADESELLA"
"50202"|"ES12"|"30202"|"Z.B.S. II.2 - CANGAS DEL NARCEA"
"50301"|"ES12"|"30301"|"Z.B.S. III.1 - AVILES - SABUGO"
"50509"|"ES12"|"30509"|"Z.B.S. V.9 - GIJON - EL COTO - CEARES/CIARES - VIESQUES"
"50805"|"ES12"|"30805"|"Z.B.S. VIII.5 - LAVIANA"
"50101"|"ES12"|"30101"|"Z.B.S. I.1 - VALDES - TREVIAS"
"50510"|"ES12"|"30510"|"Z.B.S. V.10 - GIJON - L'ARENA"
"50310"|"ES12"|"30310"|"Z.B.S. III.10 - AVILES - CENTRO"
"50410"|"ES12"|"30410"|"Z.B.S. IV.10 - NOREÑA - SIERO"
"50602"|"ES12"|"30602"|"Z.B.S. VI.2 - COLUNGA - CARAVIA"
"50604"|"ES12"|"30604"|"Z.B.S. VI.4 - CANGAS DE ONIS - ONIS - AMIEVA"
"50102"|"ES12"|"30102"|"Z.B.S. I.2 - VALDES - L.LUARCA"
"50507"|"ES12"|"30507"|"Z.B.S. V.7 - GIJON - CONTRUECES - VEGA - LA CAMOCHA - NUEVO ROCES"
"50421"|"ES12"|"30418"|"Z.B.S. IV.18 - OVIEDO - NARANCO"
"50701"|"ES12"|"30701"|"Z.B.S. VII.1 - MIERES - NORTE"
"50704"|"ES12"|"30704"|"Z.B.S. VII.4 - LENA"
"50308"|"ES12"|"30308"|"Z.B.S. III.8 - CASTRILLON"
"50111"|"ES12"|"30116"|"Z.E.S. 1.6 - EILAO"
"50511"|"ES12"|"30511"|"Z.B.S. V.11 - GIJON - PARQUE - SOMIO"
"50601"|"ES12"|"30601"|"Z.B.S. VI.1 - PILOÑA"
"50105"|"ES12"|"30105"|"Z.B.S. I.5 - VEGADEO - CASTROPOL - SAN TIRSO DE ABRES"
"50108"|"ES12"|"30113"|"Z.E.S. 1.3 - GRANDAS DE SALIME - PESOZ"
"50505"|"ES12"|"30505"|"Z.B.S. V.5 - GIJON - PERCHERA"
"50412"|"ES12"|"30412"|"Z.B.S. IV.12 - SIERO - SARIEGO"
"50309"|"ES12"|"30309"|"Z.B.S. III.9 - GOZON"
"50702"|"ES12"|"30702"|"Z.B.S. VII.2 - MIERES - SUR"
"50409"|"ES12"|"30409"|"Z.B.S. IV.9 - LLANERA"
"50606"|"ES12"|"30606"|"Z.B.S. VI.6 - LLANES - RIBADEDEVA"
"50414"|"ES12"|"30414"|"Z.B.S. IV.14 - SALAS"
"50104"|"ES12"|"30104"|"Z.B.S. I.4 - TAPIA - EL FRANCO"
"50411"|"ES12"|"30411"|"Z.B.S. IV.11 - SIERO - LUGONES/LLUGONES"
"50403"|"ES12"|"30403"|"Z.B.S. IV.3 - OVIEDO - LA ARGAÑOSA - SAN CLAUDIO - LAS REGUERAS"
"50512"|"ES12"|"30512"|"Z.B.S. V.12 - VILLAVICIOSA"
"50417"|"ES12"|"30443"|"Z.E.S. 4.3 - SOMIEDO"
"50306"|"ES12"|"30306"|"Z.B.S. III.6 - CUDILLERO"
"50422"|"ES12"|"30419"|"Z.B.S. IV.19 - OVIEDO - LA CORREDORIA - VILLAPERI"
"50103"|"ES12"|"30103"|"Z.B.S. I.3 - NAVIA - COAÑA/CUAÑA"
"50506"|"ES12"|"30506"|"Z.B.S. V.6 - GIJON - PUMARIN"
"50703"|"ES12"|"30703"|"Z.B.S. VII.3 - MIERES - FIGAREO - UXO - TURON"
"50508"|"ES12"|"30508"|"Z.B.S. V.8 - GIJON - EL LLANO"
"50408"|"ES12"|"30408"|"Z.B.S. IV.8 - OVIEDO - PUMARIN"
"50305"|"ES12"|"30305"|"Z.B.S. III.5 - CORVERA"
"50204"|"ES12"|"30222"|"Z.E.S. 2.2 - IBIAS"
"50203"|"ES12"|"30221"|"Z.E.S. 2.1 - ALLANDE"
"50405"|"ES12"|"30405"|"Z.B.S. IV.5 - OVIEDO - OTERO - OLLONIEGO/LLUNIEGO - VEGUIN"
"50607"|"ES12"|"30661"|"Z.E.S. 6.1 - PONGA"
"50603"|"ES12"|"30603"|"Z.B.S. VI.3 - PARRES"
"50302"|"ES12"|"30302"|"Z.B.S. III.2 - AVILES - CARBAYEDO - EL QUIRINAL"
"50402"|"ES12"|"30402"|"Z.B.S. IV.2 - OVIEDO CENTRO - SUR"
"50801"|"ES12"|"30801"|"Z.B.S. VIII.1 - LANGREO - RIAÑU"
"50608"|"ES12"|"30662"|"Z.E.S. 6.2 - CABRALES - PEÑAMELLERAS"
"50802"|"ES12"|"30802"|"Z.B.S. VIII.2 - LANGREO - LA FELGUERA - TIUYA/TUILLA - LADA"
"50401"|"ES12"|"30401"|"Z.B.S. IV.1 - OVIEDO CENTRO - NOROESTE"
"50503"|"ES12"|"30503"|"Z.B.S. V.3 - GIJON - EL NATAHOYO - TREMAÑES"
"50419"|"ES12"|"30442"|"Z.E.S. 4.2 - PROAZA - QUIROS - SANTO ADRIANO - TEVERGA"
"50610"|"ES12"|"30662"|"Z.E.S. 6.2 - CABRALES - PEÑAMELLERAS"
"50609"|"ES12"|"30662"|"Z.E.S. 6.2 - CABRALES - PEÑAMELLERAS"
"50303"|"ES12"|"30303"|"Z.B.S. III.3 - AVILES - LA MAGDALENA - LA CARRIONA - ILLAS"
"50807"|"ES12"|"30881"|"Z.E.S. 8.1 - CASO - SOBRESCOBIO"
"50107"|"ES12"|"30112"|"Z.E.S. 1.2 - OSCOS"
"50109"|"ES12"|"30114"|"Z.E.S. 1.4 - BOAL"
"50806"|"ES12"|"30806"|"Z.B.S. VIII.6 - SAN MARTIN DEL REY AURELIO - EL ENTREGO"
"50413"|"ES12"|"30413"|"Z.B.S. IV.13 - NAVA - BIMENES - CABRANES"
"50504"|"ES12"|"30504"|"Z.B.S. V.4 - GIJON - CENTRO - CIMAVILLA"
"50407"|"ES12"|"30407"|"Z.B.S. IV.7 - OVIEDO - TEATINOS"
"50106"|"ES12"|"30111"|"Z.E.S. 1.1 - TARAMUNDI"
"50307"|"ES12"|"30307"|"Z.B.S. III.7 - PRAVIA - MUROS - SOTO DEL BARCO"
"50201"|"ES12"|"30201"|"Z.B.S. II.1 - TINEO/TINEU"
"50804"|"ES12"|"30804"|"Z.B.S. VIII.4 - SAN MARTIN DEL REY AURELIO - SOTRONDIO - BLIMEA"
"50513"|"ES12"|"30513"|"Z.B.S. V.13 - GIJON - LAVIADA"
"50420"|"ES12"|"30417"|"Z.B.S. IV.17 - OVIEDO - VALLOBIN - SAMIGUEL"
"50706"|"ES12"|"30706"|"Z.B.S. VII.6 - ALTO ALLER - CABANAQUINTA/CABAÑAQUINTA"
"50415"|"ES12"|"30415"|"Z.B.S. IV.15 - GRADO - CANDAMO/CANDAMU - YERNES Y TAMEZA"
"50705"|"ES12"|"30705"|"Z.B.S. VII.5 - BAJO ALLER - MOREA/MOREDA"
"50502"|"ES12"|"30502"|"Z.B.S. V.2 - GIJON - LA CALZADA"
"50803"|"ES12"|"30803"|"Z.B.S. VIII.3 - LANGREO - SAMA - CIAÑU"
"50110"|"ES12"|"30115"|"Z.E.S. 1.5 - VILLAYON"
"50404"|"ES12"|"30404"|"Z.B.S. IV.4 - OVIEDO - EL CRISTO - TRUBIA"
"50416"|"ES12"|"30444"|"Z.E.S. 4.4 - RIOSA - MORCIN - LA RIBERA/RIBERA DE ARRIBA"
"50304"|"ES12"|"30304"|"Z.B.S. III.4 - AVILES - VILLALEGRE - LA LUZ - LLARANES"
"120142"|"ES70"|"70132"|"TEJEDA"
"120148"|"ES70"|"70136"|"VALLESECO"
"120256"|"ES70"|"70419"|"LA LAGUNA (UNIVERSIDAD)"
"120204"|"ES70"|"70403"|"ARICO"
"120231"|"ES70"|"70602"|"MULAGUA"
"120214"|"ES70"|"70502"|"GARAFIA"
"120245"|"ES70"|"70508"|"TAZACORTE"
"120132"|"ES70"|"70124"|"TELDE SAN GREGORIO"
"120220"|"ES70"|"70417"|"TACO"
"120215"|"ES70"|"70412"|"GRANADILLA"
"120224"|"ES70"|"70421"|"LA VICTORIA"
"120131"|"ES70"|"70303"|"SAN BARTOLOME LANZAROTE"
"120255"|"ES70"|"70438"|"PARQUE MARITIMO"
"120117"|"ES70"|"70302"|"MALA"
"120126"|"ES70"|"70121"|"SAN NICOLAS TOLENTINO"
"120228"|"ES70"|"70423"|"LOS REALEJOS"
"120266"|"ES70"|"70439"|"EL ROSARIO"
"120144"|"ES70"|"70305"|"TIAS"
"120203"|"ES70"|"70402"|"ANAGA"
"120254"|"ES70"|"70437"|"LA MATANZA"
"120241"|"ES70"|"70431"|"SANTA URSULA"
"120128"|"ES70"|"70122"|"SAN JOSE (SAN CRISTOBAL)"
"120253"|"ES70"|"70436"|"ARONA COSTA II"
"120234"|"ES70"|"70427"|"OROTAVA II - DEHESA"
"120252"|"ES70"|"70702"|"VALVERDE"
"120222"|"ES70"|"70419"|"LAGUNA FINCA-ESPAÑA"
"120226"|"ES70"|"70422"|"LOS GLADIOLOS"
"120113"|"ES70"|"70111"|"ESCALERITAS"
"120137"|"ES70"|"70129"|"SANTA MARIA DE GUIA"
"120146"|"ES70"|"70135"|"TRIANA"
"120133"|"ES70"|"70125"|"TELDE SAN JUAN"
"120108"|"ES70"|"70106"|"CAIDEROS"
"120106"|"ES70"|"70104"|"ARUCAS"
"120149"|"ES70"|"70137"|"VALSEQUILLO DE GRAN CANARIA"
"120130"|"ES70"|"70203"|"PUERTO DEL ROSARIO"
"120240"|"ES70"|"70430"|"SAN ANTONIO"
"120103"|"ES70"|"70103"|"ALCARAVANERAS"
"120155"|"ES70"|"70203"|"II PUERTO DEL ROSARIO (SUR)"
"120209"|"ES70"|"70408"|"BARRIO DE LA SALUD"
"120201"|"ES70"|"70401"|"ADEJE"
"120249"|"ES70"|"70701"|"FRONTERA VALLE DEL GOLFO"
"120232"|"ES70"|"70425"|"OFRA-DELICIAS"
"120242"|"ES70"|"70432"|"SANTIAGO DEL TEIDE"
"120101"|"ES70"|"70101"|"AGAETE"
"120122"|"ES70"|"70117"|"MASPALOMAS"
"120239"|"ES70"|"70506"|"SAN ANDRES Y SAUCES"
"120127"|"ES70"|"70202"|"PENINSULA DE JANDIA"
"120211"|"ES70"|"70410"|"CANDELARIA"
"120114"|"ES70"|"70112"|"FIRGAS"
"120270"|"ES70"|"70203"|"SANTA RITA II"
"120107"|"ES70"|"70105"|"BARRIO ATLANTICO"
"120206"|"ES70"|"70405"|"ARONA VILAFLOR"
"120141"|"ES70"|"70304"|"TEGUISE"
"120219"|"ES70"|"70416"|"LA CUESTA"
"120213"|"ES70"|"70501"|"EL PASO"
"120139"|"ES70"|"70130"|"TAFIRA/LOMO BLANCO"
"120123"|"ES70"|"70118"|"MILLER BAJO"
"120208"|"ES70"|"70407"|"BARRANCO GRANDE"
"120246"|"ES70"|"70434"|"TEJINA - TEGUESTE"
"120151"|"ES70"|"70306"|"PLAYA BLANCA/YAIZA"
"120120"|"ES70"|"70201"|"LA OLIVA"
"120102"|"ES70"|"70102"|"AGUIMES"
"120248"|"ES70"|"70435"|"TOSCAL CENTRO"
"120140"|"ES70"|"70131"|"TAMARACEITE"
"120125"|"ES70"|"70120"|"MOYA"
"120230"|"ES70"|"70505"|"MAZO"
"120119"|"ES70"|"70115"|"JINAMAR"
"120150"|"ES70"|"70138"|"VECINDARIO"
"120138"|"ES70"|"70111"|"SCHAMANN"
"120112"|"ES70"|"70110"|"TELDE CALERO"
"120247"|"ES70"|"70509"|"TIJARAFE"
"120121"|"ES70"|"70116"|"LAS REMUDAS"
"120237"|"ES70"|"70603"|"SAN SEBASTIAN DE LA GOMERA"
"120115"|"ES70"|"70106"|"GALDAR"
"120244"|"ES70"|"70433"|"TACORONTE"
"120210"|"ES70"|"70409"|"DUGGI CENTRO"
"120202"|"ES70"|"70601"|"ALAJERO"
"120129"|"ES70"|"70123"|"LA ISLETA"
"120143"|"ES70"|"70133"|"TEROR"
"120217"|"ES70"|"70414"|"GUIMAR"
"120111"|"ES70"|"70109"|"CUEVAS TORRES"
"120145"|"ES70"|"70134"|"SAN BARTOLOME DE TIRAJANA"
"120227"|"ES70"|"70504"|"LOS LLANOS DE ARIDANE"
"120118"|"ES70"|"70114"|"INGENIO"
"120153"|"ES70"|"70205"|"ANTIGUA-BETANCURIA"
"120251"|"ES70"|"70605"|"VALLEHERMOSO"
"120212"|"ES70"|"70411"|"PUERTO II - BOTANICO"
"120136"|"ES70"|"70128"|"SANTA BRIGIDA"
"120223"|"ES70"|"70420"|"LAS MERCEDES"
"120109"|"ES70"|"70107"|"CANALEJAS"
"120236"|"ES70"|"70428"|"LA GUANCHA"
"120218"|"ES70"|"70415"|"ICOD"
"120233"|"ES70"|"70426"|"OFRA-MIRAMAR"
"120110"|"ES70"|"70108"|"CONO SUR"
"120205"|"ES70"|"70404"|"ARONA COSTA I"
"120152"|"ES70"|"70307"|"LA GRACIOSA"
"120250"|"ES70"|"70604"|"VALLE GRAN REY"
"120235"|"ES70"|"70411"|"LA VERA"
"120207"|"ES70"|"70406"|"AÑAZA"
"120243"|"ES70"|"70507"|"SANTA CRUZ DE LA PALMA"
"120147"|"ES70"|"70204"|"TUINEJE-PAJARA"
"120104"|"ES70"|"70301"|"ARRECIFE"
"120238"|"ES70"|"70429"|"SALAMANCA"
"120225"|"ES70"|"70503"|"LAS BREÑAS"
"120135"|"ES70"|"70127"|"SAN ROQUE (TRIANA)"
"120221"|"ES70"|"70418"|"ROSARIO - GENETO"
"120116"|"ES70"|"70113"|"GUANARTEME"
"120134"|"ES70"|"70126"|"SAN MATEO"
"120105"|"ES70"|"70301"|"ARRECIFE II"
"120216"|"ES70"|"70413"|"GUIA DE ISORA"
"120229"|"ES70"|"70424"|"LOS SILOS"
"120124"|"ES70"|"70119"|"ARGUINEGUIN"
"060102"|"ES13"|"140206"|"ALTO ASON"
"060210"|"ES13"|"140410"|"SAN VICENTE"
"060125"|"ES13"|"140108"|"MARUCA"
"060119"|"ES13"|"140119"|"PISUEŃA SELAYA"
"060105"|"ES13"|"140116"|"BAJO PAS"
"060114"|"ES13"|"140201"|"LAREDO"
"060116"|"ES13"|"140208"|"MERUELO"
"060106"|"ES13"|"140113"|"CAMARGO-INTERIOR"
"060207"|"ES13"|"140411"|"NANSA"
"060129"|"ES13"|"140110"|"NUEVA MONTAŃA"
"060208"|"ES13"|"140406"|"POLANCO"
"060117"|"ES13"|"140117"|"MIERA"
"060201"|"ES13"|"140408"|"ALTAMIRA"
"060115"|"ES13"|"140111"|"BEZANA"
"060214"|"ES13"|"140404"|"TORRELAVEGA - CARTES"
"060122"|"ES13"|"140207"|"SANTOŃA"
"060209"|"ES13"|"140409"|"SAJA"
"060118"|"ES13"|"140118"|"PISUEŃA CAYON"
"060110"|"ES13"|"140115"|"CUDEYO"
"060109"|"ES13"|"140202"|"COLINDRES"
"060124"|"ES13"|"140106"|"VARGAS"
"060211"|"ES13"|"140402"|"TORRELAVEGA - CENTRO (ZAPATON)"
"060111"|"ES13"|"140103"|"DAVILA"
"060101"|"ES13"|"140203"|"LA BARRERA"
"060126"|"ES13"|"140109"|"EL ALISAL"
"060202"|"ES13"|"140405"|"BESAYA"
"060103"|"ES13"|"140120"|"ALTO PAS"
"060113"|"ES13"|"140209"|"GAMA"
"060127"|"ES13"|"140112"|"CAMARGO-COSTA"
"060123"|"ES13"|"140101"|"SARDINERO"
"060112"|"ES13"|"140114"|"ASTILLERO"
"060205"|"ES13"|"140412"|"LIEBANA"
"060107"|"ES13"|"140107"|"CAZOŃA"
"060104"|"ES13"|"140205"|"BAJO ASON"
"060204"|"ES13"|"140407"|"SUANCES"
"060213"|"ES13"|"140403"|"TORRELAVEGA - SUR (COVADONGA)"
"060120"|"ES13"|"140105"|"PUERTO"
"060128"|"ES13"|"140204"|"CASTRO URDIALES SUR"
"060212"|"ES13"|"140401"|"TORRELAVEGA - NORTE (DOBRA)"
"060108"|"ES13"|"140104"|"CENTRO"
"060121"|"ES13"|"140102"|"PUERTOCHICO"
"060215"|"ES13"|"140413"|"CAMPOO - LOS VALLES"
"3"|"ES22"|"80101"|"ALTSASU/ALSASUA"
"49"|"ES22"|"80102"|"ETXARRI-ARANATZ"
"56"|"ES22"|"80103"|"IRURTZUN"
"62"|"ES22"|"80104"|"LEITZA"
"64"|"ES22"|"80105"|"LESAKA"
"43"|"ES22"|"80106"|"ELIZONDO"
"41"|"ES22"|"80107"|"DONEZTEBE/SANTESTEBAN"
"107"|"ES22"|"80108"|"ULTZAMA"
"13"|"ES22"|"80109"|"AURITZ/BURGUETE"
"9"|"ES22"|"80110"|"AOIZ"
"52"|"ES22"|"80111"|"HUARTE"
"116"|"ES22"|"80112"|"VILLAVA"
"26"|"ES22"|"80113"|"BURLADA"
"19"|"ES22"|"80114"|"BERRIOZAR"
"79"|"ES22"|"80115"|"ORCOYEN"
"91"|"ES22"|"80116"|"SAN JORGE"
"85"|"ES22"|"80117"|"ROCHAPEA"
"36"|"ES22"|"80118"|"CHANTREA"
"34"|"ES22"|"80119"|"CASCO VIEJO-I ENSANCHE"
"54"|"ES22"|"80120"|"II ENSANCHE"
"73"|"ES22"|"80121"|"MILAGROSA"
"60"|"ES22"|"80122"|"ITURRAMA"
"93"|"ES22"|"80123"|"SAN JUAN"
"45"|"ES22"|"80124"|"ERMITAGAÑA"
"118"|"ES22"|"80125"|"ZIZUR-ECHAVACOIZ"
"17"|"ES22"|"80126"|"BARAÑÁIN"
"83"|"ES22"|"80127"|"PUENTE LA REINA"
"75"|"ES22"|"80128"|"NOÁIN"
"96"|"ES22"|"80129"|"SANGÜESA"
"87"|"ES22"|"80130"|"VALLE DE SALAZAR"
"58"|"ES22"|"80131"|"ISABA"
"47"|"ES22"|"80332"|"ESTELLA"
"114"|"ES22"|"80333"|"VILLATUERTA"
"1"|"ES22"|"80334"|"ALLO"
"5"|"ES22"|"80335"|"ANCÍN-AMÉSCOA"
"69"|"ES22"|"80336"|"LOS ARCOS"
"112"|"ES22"|"80337"|"VIANA"
"67"|"ES22"|"80338"|"LODOSA"
"89"|"ES22"|"80339"|"SAN ADRIÁN"
"100"|"ES22"|"80140"|"TAFALLA"
"11"|"ES22"|"80141"|"ARTAJONA"
"30"|"ES22"|"80142"|"CARCASTILLO"
"77"|"ES22"|"80143"|"OLITE"
"81"|"ES22"|"80144"|"PERALTA"
"104"|"ES22"|"80245"|"TUDELA OESTE"
"102"|"ES22"|"80246"|"TUDELA ESTE"
"110"|"ES22"|"80247"|"VALTIERRA-CADREITA"
"39"|"ES22"|"80248"|"CORELLA"
"37"|"ES22"|"80249"|"CINTRUÉNIGO"
"32"|"ES22"|"80250"|"CASCANTE"
"24"|"ES22"|"80251"|"BUÑUEL"
"15"|"ES22"|"80161"|"AZPILAGAÑA"
"71"|"ES22"|"80163"|"MENDILLORRI"
"7"|"ES22"|"80164"|"ANSOÁIN"
"28"|"ES22"|"80166"|"BUZTINTXURI"
"98"|"ES22"|"80167"|"SARRIGUREN"
"122"|"ES22"|"80121"|"ARANGUREN"
"66"|"ES22"|"80166"|"BUZTINTXURI"
"5021"|"ES21"|"40121"|"OLARIZU"
"22020"|"ES21"|"41020"|"BERAUN - ERRENTERIA"
"5022"|"ES21"|"40118"|"IRUÑA DE LA OCA"
"42017"|"ES21"|"40617"|"ZORROZA"
"42009"|"ES21"|"40609"|"DEUSTO"
"43014"|"ES21"|"40314"|"LEKEITIO"
"22016"|"ES21"|"41016"|"ONDARRETA"
"44010"|"ES21"|"40410"|"SOPELA"
"42011"|"ES21"|"40611"|"LA PEÑA"
"5013"|"ES21"|"40113"|"RIOJA"
"22011"|"ES21"|"41111"|"IRUN - CENTRO"
"27003"|"ES21"|"41096"|"ANDOAIN"
"42021"|"ES21"|"40621"|"SAN ADRIAN"
"42016"|"ES21"|"40616"|"TXURDINAGA CENTRO SALUD"
"43013"|"ES21"|"40313"|"GERNIKALDEA"
"47021"|"ES21"|"40521"|"ZALLA"
"5006"|"ES21"|"40106"|"LAKUA - ARRIAGA"
"22018"|"ES21"|"41018"|"LEZO-SAN JUAN"
