"año_cd","ccaa_cd","zbs_residencia_cd","grupo_edad_cd","sexo_cd","tsi_cd","n_poblacion"
2020,"ES24",1207,1,2,6,5585
2019,"ES24",1103,14,2,5,1245
2015,"ES24",5407,17,1,4,8686
2013,"ES24",3706,1,1,3,8983
2014,"ES24",5412,15,1,4,2251
2022,"ES24",3711,1,1,1,5474
2020,"ES24",4901,9,2,4,8221
2015,"ES24",1104,14,1,7,2059
2014,"ES24",3609,1,2,8,9131
2021,"ES24",2515,2,1,6,5043
2016,"ES24",1205,14,1,0,788
2015,"ES24",4901,14,1,2,7593
2013,"ES24",5410,6,2,0,8692
2018,"ES24",1107,3,2,5,9803
2014,"ES24",4901,15,2,4,9613
2021,"ES24",2504,8,1,1,5272
2015,"ES24",1108,2,1,4,6009
2017,"ES24",2519,8,1,0,380
2020,"ES24",2513,4,1,8,4286
2013,"ES24",5414,9,2,1,6670
2019,"ES24",4813,1,2,8,741
2017,"ES24",1108,7,2,3,4476
2013,"ES24",3608,13,1,4,9483
2015,"ES24",1107,13,1,6,4953
2017,"ES24",1201,18,2,7,9039
2015,"ES24",5405,1,2,0,2087
2017,"ES24",1206,7,1,5,9653
2015,"ES24",1210,5,1,4,7727
2020,"ES24",2509,4,1,5,2223
2013,"ES24",1215,11,2,1,259
2022,"ES24",4809,4,1,3,1600
2019,"ES24",2504,18,2,2,9719
2018,"ES24",2511,3,2,1,1859
2020,"ES24",2507,3,1,8,4331
2018,"ES24",5405,4,2,6,3998
2022,"ES24",4817,15,1,6,6803
2020,"ES24",3614,2,1,4,4453
2020,"ES24",2524,7,1,5,9178
2013,"ES24",1215,13,1,8,1655
2020,"ES24",3709,13,1,0,3436
2022,"ES24",3302,7,1,3,344
2015,"ES24",3706,11,2,2,2144
2020,"ES24",4817,11,1,1,456
2021,"ES24",4807,2,1,4,7114
2020,"ES24",1106,2,1,6,3520
2017,"ES24",4805,14,1,5,5060
2017,"ES24",4802,18,2,2,660
2014,"ES24",3703,14,2,3,8535
2015,"ES24",1210,15,1,6,3339
2019,"ES24",5414,8,1,4,6793
2019,"ES24",2512,15,1,6,2513
2014,"ES24",1101,15,2,2,1278
2021,"ES24",1107,17,1,0,1525
2014,"ES24",2515,12,1,3,2210
2020,"ES24",4805,17,2,4,616
2019,"ES24",1208,11,1,1,6276
2017,"ES24",4812,10,2,2,6610
2016,"ES24",2525,16,1,4,7027
2018,"ES24",1203,4,1,5,7010
2014,"ES24",2508,17,2,1,4084
2015,"ES24",3618,9,1,7,6771
2022,"ES24",5402,16,2,4,9080
2017,"ES24",4816,12,2,4,7250
2015,"ES24",1214,15,1,1,9247
2018,"ES24",3611,11,1,4,2169
2020,"ES24",1111,4,2,6,2383
2014,"ES24",3613,5,2,7,3452
2014,"ES24",3617,6,2,0,4235
2019,"ES24",3702,4,2,6,4722
2016,"ES24",5414,9,2,6,1551
2013,"ES24",3616,14,2,3,481
2017,"ES24",2513,10,2,8,685
2013,"ES24",1104,15,1,0,790
2016,"ES24",4809,17,1,8,9406
2021,"ES24",2517,9,1,8,2505
2014,"ES24",1205,9,1,3,6474
2018,"ES24",3610,3,1,1,4323
2017,"ES24",3610,18,2,0,1049
2020,"ES24",2510,18,2,0,4383
2014,"ES24",4906,2,1,0,4878
2022,"ES24",2513,16,2,4,4215
2017,"ES24",4907,11,2,8,3418
2014,"ES24",3617,15,1,1,151
2019,"ES24",1205,17,2,3,8507
2016,"ES24",2517,4,1,0,1561
2014,"ES24",5407,18,1,1,3613
2019,"ES24",3606,2,1,3,1318
2016,"ES24",2509,8,2,7,986
2020,"ES24",3603,2,2,1,7307
2021,"ES24",3618,7,2,1,6310
2016,"ES24",1209,3,2,8,944
2018,"ES24",1206,4,2,8,688
2016,"ES24",4807,13,2,6,5432
2021,"ES24",1209,13,1,3,9730
2019,"ES24",3612,12,1,5,1237
2015,"ES24",1207,11,1,4,2739
2022,"ES24",1104,4,1,4,9737
2016,"ES24",1205,9,2,7,5427
2017,"ES24",3613,7,1,0,1951
2013,"ES24",1103,18,2,6,6453
2018,"ES24",1111,5,1,5,9893
2021,"ES24",3301,12,2,0,2853
2015,"ES24",5405,12,2,4,3252
2020,"ES24",5403,9,1,8,5216
2021,"ES24",5411,17,2,7,3482
2020,"ES24",3303,16,1,6,291
2018,"ES24",1109,2,2,7,1711
2015,"ES24",3614,17,2,8,6667
2015,"ES24",2504,15,2,4,3251
2013,"ES24",4909,2,1,1,5446
2022,"ES24",4907,14,2,6,658
2015,"ES24",3601,1,2,3,193
2015,"ES24",5408,7,1,3,2810
2021,"ES24",3702,4,1,0,9715
2014,"ES24",1112,10,1,0,2069
2018,"ES24",4805,6,2,0,8102
2015,"ES24",4801,9,1,5,8012
2013,"ES24",1111,17,2,6,6195
2013,"ES24",1214,14,2,0,888
2014,"ES24",5412,6,2,6,3960
2015,"ES24",3706,10,2,8,8305
2016,"ES24",4809,16,2,0,6054
2013,"ES24",4804,3,1,5,5927
2019,"ES24",3707,17,2,5,4182
2019,"ES24",3618,3,1,0,1951
2018,"ES24",1111,7,1,2,7264
2016,"ES24",1111,11,2,2,4695
2019,"ES24",2512,15,2,2,8249
2017,"ES24",4814,4,2,3,1468
2021,"ES24",4813,15,1,2,7022
2017,"ES24",3618,4,1,5,3993
2019,"ES24",2508,16,2,6,6979
2018,"ES24",4813,16,2,0,2988
2022,"ES24",2503,13,2,3,4982
2015,"ES24",1110,10,2,8,5664
2021,"ES24",2519,10,1,0,9181
2014,"ES24",4909,3,1,0,7775
2017,"ES24",5405,14,2,4,6694
2017,"ES24",1106,8,2,5,9892
2019,"ES24",3611,2,2,4,4046
2019,"ES24",3605,17,1,0,1960
2022,"ES24",1208,17,1,7,6680
2017,"ES24",2508,17,2,3,5901
2021,"ES24",3612,10,2,0,5366
2014,"ES24",1210,5,2,8,8440
2019,"ES24",1206,16,1,6,4705
2017,"ES24",5411,9,2,1,6687
2016,"ES24",1213,16,2,6,1131
2017,"ES24",1203,17,1,1,6459
2022,"ES24",1111,11,1,6,4674
2019,"ES24",1101,8,2,2,665
2013,"ES24",3301,8,2,7,5403
2018,"ES24",5401,15,1,4,2729
2020,"ES24",4817,17,1,7,4550
2016,"ES24",3701,18,1,5,8920
2020,"ES24",3709,4,2,4,4382
2015,"ES24",2518,13,1,4,3657
2019,"ES24",2512,4,2,8,1159
2017,"ES24",1107,3,1,2,1548
2013,"ES24",2513,7,1,2,9222
2014,"ES24",2524,2,2,7,7394
2020,"ES24",1206,13,1,1,3895
2019,"ES24",5407,10,2,4,593
2017,"ES24",1208,8,1,1,7196
2019,"ES24",3615,13,2,7,215
2020,"ES24",3615,6,2,3,7315
2015,"ES24",3702,7,1,3,8915
2019,"ES24",2511,7,2,3,782
2020,"ES24",5405,5,2,8,1816
2015,"ES24",2504,8,1,2,7484
2017,"ES24",4901,4,2,5,9444
2022,"ES24",1110,1,1,3,6553
2018,"ES24",1204,10,1,2,8319
2022,"ES24",2509,9,1,2,9444
2018,"ES24",4814,17,2,0,3957
2016,"ES24",3703,7,2,8,776
2015,"ES24",4903,5,2,2,2974
2021,"ES24",4911,2,2,2,2495
2022,"ES24",3607,10,2,5,8063
2020,"ES24",1213,13,2,2,1649
2020,"ES24",3615,11,1,5,4924
2013,"ES24",4809,15,2,0,8551
2020,"ES24",1208,8,1,0,4298
2014,"ES24",3601,6,2,4,2965
2013,"ES24",5404,5,2,8,6180
2018,"ES24",4801,18,1,5,5804
2020,"ES24",1111,14,1,8,8705
2014,"ES24",3602,16,1,1,4526
2015,"ES24",3707,5,1,2,7806
2022,"ES24",1112,11,1,8,9693
2018,"ES24",2502,6,2,6,7259
2018,"ES24",5413,5,1,1,8597
2017,"ES24",1205,16,2,6,6147
2017,"ES24",4810,15,2,4,2189
2022,"ES24",1203,11,2,8,7158
2018,"ES24",2520,12,1,8,8204
2022,"ES24",1103,6,1,1,7186
2017,"ES24",1101,8,2,3,1187
2022,"ES24",4905,7,2,0,122
2016,"ES24",2513,4,1,2,7675
2021,"ES24",1103,9,2,0,8791
2017,"ES24",1211,17,2,8,545
2014,"ES24",1207,12,1,1,5184
2021,"ES24",5408,16,2,8,2539
2022,"ES24",1112,10,1,1,1912
2016,"ES24",1206,7,2,6,2768
2018,"ES24",2517,18,1,2,5012
2021,"ES24",3602,13,1,8,6874
2018,"ES24",3603,3,2,6,7628
2018,"ES24",3609,12,2,2,5167
2020,"ES24",3304,13,2,5,4073
2017,"ES24",1203,13,1,7,1564
2014,"ES24",1108,13,2,1,8338
2021,"ES24",5405,8,2,0,8741
2022,"ES24",1207,7,2,7,6850
2022,"ES24",1208,12,2,6,9698
2021,"ES24",3616,9,2,2,9270
2014,"ES24",2525,6,2,4,6388
2016,"ES24",5414,5,1,5,4189
2017,"ES24",1207,5,1,6,5208
2018,"ES24",3703,14,2,8,7404
2015,"ES24",2522,9,2,0,9275
2013,"ES24",1101,18,2,1,999
2019,"ES24",3604,15,2,4,3934
2013,"ES24",4805,9,1,4,5693
2013,"ES24",2505,14,1,5,7920
2016,"ES24",1215,8,1,3,865
2015,"ES24",1209,13,2,7,5297
2018,"ES24",4816,13,2,0,2563
2021,"ES24",1202,3,2,1,775
2018,"ES24",1110,3,1,7,2431
2019,"ES24",3304,11,1,4,2069
2021,"ES24",4902,10,1,8,8508
2014,"ES24",3303,2,2,3,2941
2017,"ES24",5402,2,1,4,3642
2017,"ES24",3702,4,2,5,967
2020,"ES24",2504,1,2,1,6443
2022,"ES24",2521,3,2,5,9254
2016,"ES24",4912,16,1,5,7294
2018,"ES24",1101,9,1,6,7724
2021,"ES24",3709,8,2,4,9364
2014,"ES24",2511,9,2,4,9158
2013,"ES24",3612,6,2,8,7350
2022,"ES24",5406,4,2,8,253
2018,"ES24",2525,3,1,0,1745
2022,"ES24",3303,4,2,1,758
2016,"ES24",4808,11,1,0,2466
2015,"ES24",2522,1,2,0,5850
2020,"ES24",3706,12,2,3,2962
2020,"ES24",1102,10,1,4,9108
2015,"ES24",2511,5,2,8,2439
2021,"ES24",4809,15,1,7,1047
2022,"ES24",4906,15,2,2,8101
2022,"ES24",2516,4,2,2,5981
2014,"ES24",2503,14,1,2,7041
2015,"ES24",5404,15,1,3,2753
2021,"ES24",1106,4,2,6,1788
2016,"ES24",5413,16,2,3,6916
2015,"ES24",4907,6,1,4,9470
2021,"ES24",5408,15,2,7,3546
2021,"ES24",1104,17,1,8,1677
2019,"ES24",1204,5,1,8,3523
2018,"ES24",3606,12,2,4,552
2015,"ES24",4804,17,2,8,5092
2021,"ES24",3601,18,2,0,6876
2022,"ES24",4911,1,2,3,2867
2021,"ES24",1202,7,2,2,5114
2022,"ES24",2510,17,1,0,5882
2022,"ES24",5403,8,2,6,2914
2020,"ES24",3618,1,2,2,760
2013,"ES24",2521,5,1,6,6298
2018,"ES24",4908,12,1,8,4199
2014,"ES24",3704,12,2,3,3469
2018,"ES24",3616,6,2,0,3131
2019,"ES24",2522,1,2,4,5950
2013,"ES24",3304,8,2,8,9431
2022,"ES24",1107,2,1,7,6268
2022,"ES24",4905,5,2,5,6125
2014,"ES24",1104,7,1,1,2092
2018,"ES24",3617,3,1,0,4312
2016,"ES24",3610,10,2,6,8943
2022,"ES24",4811,11,1,3,9108
2016,"ES24",4815,13,2,1,1037
2018,"ES24",1112,12,2,4,2733
2021,"ES24",2524,3,2,1,3727
2019,"ES24",3302,9,1,5,9628
2022,"ES24",4912,9,2,8,5337
2020,"ES24",1112,12,2,4,7482
2013,"ES24",4902,13,1,8,9846
2013,"ES24",4911,5,1,3,448
2020,"ES24",3301,3,2,6,9208
2014,"ES24",4907,2,1,7,9536
2017,"ES24",1104,8,2,2,5848
2019,"ES24",4907,8,1,7,3893
2018,"ES24",1113,18,2,7,9651
2015,"ES24",3617,2,2,2,8347
2020,"ES24",1106,5,2,8,7286
2016,"ES24",3614,4,2,3,5684
2013,"ES24",2518,14,2,3,9866
2018,"ES24",3704,15,2,2,3153
2022,"ES24",4911,17,1,4,9740
2018,"ES24",4814,12,2,7,9603
2019,"ES24",2507,11,1,0,4259
2015,"ES24",4812,13,1,3,7787
2014,"ES24",3601,2,1,5,2910
2013,"ES24",5412,14,2,0,6775
2016,"ES24",4809,10,1,4,3082
2016,"ES24",3701,11,2,1,2185
2022,"ES24",4908,6,1,4,7550
2022,"ES24",3605,3,2,7,2008
2021,"ES24",1202,18,2,0,9941
2015,"ES24",2523,12,2,0,5182
2021,"ES24",2525,15,1,0,2959
2015,"ES24",3609,3,1,6,5887
2017,"ES24",1113,10,1,0,1273
2013,"ES24",4902,17,2,7,9193
2022,"ES24",4808,14,1,6,6721
2020,"ES24",4813,15,1,4,308
2018,"ES24",5409,18,2,0,3012
2022,"ES24",3704,8,2,6,5016
2018,"ES24",3601,4,1,4,812
2017,"ES24",1208,17,2,8,8820
2019,"ES24",5412,7,1,5,7434
2019,"ES24",4808,13,2,4,6792
2018,"ES24",1209,15,2,8,3370
2016,"ES24",3707,9,2,0,1114
2017,"ES24",3618,9,2,0,3275
2013,"ES24",5406,4,2,5,680
2018,"ES24",3611,10,2,0,8760
2022,"ES24",5407,14,1,4,6951
2017,"ES24",4813,12,2,4,9149
2014,"ES24",3608,4,2,0,2484
2021,"ES24",4813,9,1,6,177
2022,"ES24",4816,15,1,6,7241
2013,"ES24",1105,12,2,4,8154
2016,"ES24",3703,10,2,7,9342
2021,"ES24",3608,4,1,6,7886
2022,"ES24",5407,15,2,8,1539
2022,"ES24",2513,4,1,1,1121
2018,"ES24",5401,10,1,8,6475
2021,"ES24",4809,12,1,7,9571
2015,"ES24",2511,16,1,7,5332
2018,"ES24",5408,6,2,2,8711
2017,"ES24",3709,7,1,4,9916
2018,"ES24",4906,18,1,3,7394
2017,"ES24",5403,2,1,2,4894
2015,"ES24",1210,13,1,5,5774
2020,"ES24",4906,12,2,3,8152
2015,"ES24",4812,11,1,1,413
2013,"ES24",1106,2,1,7,7874
2021,"ES24",5412,12,1,4,617
2019,"ES24",3702,9,2,7,1336
2016,"ES24",2505,15,2,0,9648
2016,"ES24",3709,8,2,0,5911
2020,"ES24",2518,15,1,3,1865
2017,"ES24",4811,1,1,1,1296
2015,"ES24",4906,2,1,5,6194
2018,"ES24",2522,16,1,8,8906
2022,"ES24",4805,4,1,1,6584
2019,"ES24",3706,11,2,0,8836
2021,"ES24",3618,4,2,6,7109
2020,"ES24",4809,7,2,2,5379
2022,"ES24",1110,9,1,7,5886
2022,"ES24",1201,12,2,3,6563
2020,"ES24",4902,18,2,3,8397
2020,"ES24",4802,14,2,0,9064
2021,"ES24",3304,7,2,4,9497
2020,"ES24",4901,2,2,1,9199
2018,"ES24",1105,18,1,3,8451
2022,"ES24",3615,10,1,5,9723
2014,"ES24",3615,9,1,6,6700
2021,"ES24",3610,12,2,5,7612
2019,"ES24",2520,17,2,6,6213
2022,"ES24",3618,13,2,1,2631
2015,"ES24",4804,15,2,7,7265
2014,"ES24",2516,11,1,3,1387
2020,"ES24",5403,8,1,3,1608
2020,"ES24",2513,6,2,7,1924
2014,"ES24",1207,14,1,3,680
2021,"ES24",2508,1,2,5,4699
2021,"ES24",2507,9,2,8,8224
2015,"ES24",2516,16,1,3,3199
2017,"ES24",3604,10,1,8,9620
2016,"ES24",4811,17,1,3,5600
2014,"ES24",2513,10,1,8,2919
2018,"ES24",4804,11,1,5,7828
2019,"ES24",1104,17,2,4,4764
2017,"ES24",4809,9,2,0,9579
2021,"ES24",3604,18,1,5,4592
2018,"ES24",4905,12,1,4,2643
2019,"ES24",1211,17,2,0,6111
2021,"ES24",3606,13,1,0,4049
2016,"ES24",1208,6,1,1,1294
2022,"ES24",4802,10,1,2,8050
2020,"ES24",4812,17,1,0,1509
2020,"ES24",3606,6,2,5,4943
2018,"ES24",3601,4,2,0,2554
2020,"ES24",5406,5,2,3,9776
2021,"ES24",1202,1,2,7,9985
2014,"ES24",1101,3,1,5,8463
2021,"ES24",3711,11,2,6,4023
2020,"ES24",3704,11,2,2,6283
2014,"ES24",1203,17,1,1,4703
2014,"ES24",2502,17,2,6,1450
2016,"ES24",2515,1,1,2,9587
2015,"ES24",1105,4,2,6,4628
2022,"ES24",4909,10,2,1,8814
2018,"ES24",2525,16,1,7,8475
2015,"ES24",1106,18,2,0,9132
2019,"ES24",1107,11,1,4,5588
2017,"ES24",5412,16,2,3,4036
2016,"ES24",2503,14,2,2,8088
2017,"ES24",4816,8,1,4,9972
2013,"ES24",5406,2,1,8,8856
2015,"ES24",2501,5,1,3,6218
2018,"ES24",4804,14,1,4,952
2022,"ES24",1210,13,1,7,3717
2014,"ES24",1111,18,2,5,563
2013,"ES24",4806,14,1,4,1837
2013,"ES24",2522,9,1,3,2516
2017,"ES24",2520,11,2,4,2146
2019,"ES24",2523,17,2,5,9390
2018,"ES24",3705,4,1,5,1852
2018,"ES24",4808,14,2,7,9993
2017,"ES24",2511,6,1,8,7560
2022,"ES24",4817,1,1,1,6214
2019,"ES24",5406,10,1,4,8720
2022,"ES24",4906,13,2,3,5604
2015,"ES24",2516,1,2,4,1664
2019,"ES24",3608,18,2,6,4607
2019,"ES24",4902,16,1,0,9044
2013,"ES24",1112,3,1,4,4224
2017,"ES24",4905,9,2,3,5842
2022,"ES24",3606,6,1,0,4583
2022,"ES24",1201,16,2,7,5198
2017,"ES24",1112,9,1,3,5526
2018,"ES24",4816,6,1,4,4404
2022,"ES24",2516,2,2,0,7460
2016,"ES24",3711,13,2,3,6440
2015,"ES24",4813,13,1,1,4749
2016,"ES24",4901,2,1,1,8608
2022,"ES24",4804,2,2,8,6774
2020,"ES24",4804,11,1,1,2190
2022,"ES24",5414,11,1,0,8908
2020,"ES24",3602,2,2,8,7006
2019,"ES24",4809,10,2,3,9152
2021,"ES24",5411,12,1,5,4887
2018,"ES24",5406,8,2,6,9563
2021,"ES24",3703,4,2,5,9024
2017,"ES24",4808,13,2,0,7721
2019,"ES24",5414,17,2,6,8456
2019,"ES24",1202,5,2,2,6221
2017,"ES24",1215,14,1,3,2296
2022,"ES24",3711,7,2,0,7748
2020,"ES24",5413,14,2,2,3210
2018,"ES24",1103,16,2,2,7004
2016,"ES24",4811,9,2,7,3359
2017,"ES24",1207,2,1,8,8719
2015,"ES24",3602,15,1,6,3438
2015,"ES24",2519,15,2,0,8618
2019,"ES24",1213,6,1,8,5132
2015,"ES24",2520,2,2,1,142
2013,"ES24",4808,13,1,4,403
2016,"ES24",1201,3,1,4,5937
2022,"ES24",3612,15,2,0,9404
2021,"ES24",3711,5,2,4,7745
2018,"ES24",4815,3,1,5,4328
2021,"ES24",4905,9,2,8,9909
2016,"ES24",4817,8,1,6,4614
2019,"ES24",3302,13,2,6,8766
2020,"ES24",1201,8,2,3,6057
2013,"ES24",3606,14,1,3,7531
2021,"ES24",3601,11,1,7,8052
2019,"ES24",2503,1,2,3,4031
2014,"ES24",2521,18,2,3,1775
2014,"ES24",4908,7,1,0,2764
2014,"ES24",1111,5,1,5,3764
2016,"ES24",2523,7,2,7,7716
2019,"ES24",4801,11,1,4,2377
2020,"ES24",1106,17,1,2,2246
2019,"ES24",2516,10,2,1,502
2016,"ES24",5411,12,1,4,6615
2017,"ES24",4801,12,1,4,9292
2021,"ES24",2525,8,2,1,4513
2018,"ES24",1213,18,2,4,7075
2021,"ES24",3615,18,2,7,4529
2021,"ES24",4901,17,1,2,1501
2020,"ES24",5413,6,1,4,9105
2014,"ES24",1206,9,1,8,4588
2017,"ES24",3701,2,1,3,3719
2013,"ES24",4802,11,1,4,1581
2021,"ES24",1112,4,1,2,484
2015,"ES24",3704,9,2,3,3178
2015,"ES24",5409,5,1,4,3569
2015,"ES24",5401,4,1,4,1543
2019,"ES24",5406,1,1,0,2158
2019,"ES24",2509,2,1,2,6931
2015,"ES24",4808,12,2,5,6792
2021,"ES24",4901,8,2,0,3500
2015,"ES24",3603,5,2,7,6082
2017,"ES24",3612,1,2,5,9370
2014,"ES24",1209,1,1,3,9710
2020,"ES24",3617,14,1,5,8953
2021,"ES24",5412,16,1,1,9544
2018,"ES24",5410,11,1,2,5706
2022,"ES24",4801,12,2,3,6699
2015,"ES24",5404,5,2,5,7353
2017,"ES24",2512,16,2,2,9533
2019,"ES24",4907,5,2,2,808
2020,"ES24",1208,15,2,1,7022
2017,"ES24",3711,9,1,8,27
2018,"ES24",1111,12,2,7,2795
2015,"ES24",5412,18,1,0,5738
2014,"ES24",4807,12,1,0,4752
2020,"ES24",4908,16,2,5,537
2016,"ES24",1211,9,1,8,431
2020,"ES24",4909,4,2,2,5129
2016,"ES24",4803,15,1,4,8848
2014,"ES24",2523,9,2,1,1569
2017,"ES24",3612,1,1,1,2710
2015,"ES24",1112,8,2,0,8493
2021,"ES24",2518,15,2,3,286
2017,"ES24",2524,17,1,8,845
2015,"ES24",3303,15,2,0,7289
2019,"ES24",2504,9,2,4,9577
2016,"ES24",5409,2,1,2,4219
2016,"ES24",3618,10,2,3,5605
2021,"ES24",4817,18,2,7,1221
2021,"ES24",4807,9,1,2,7240
2015,"ES24",2507,8,2,6,1264
2016,"ES24",2512,16,2,1,4421
2018,"ES24",3609,13,1,3,2116
2022,"ES24",4911,9,2,4,2664
2019,"ES24",1107,10,1,5,2557
2013,"ES24",4805,18,2,2,6790
2021,"ES24",3304,17,2,4,1802
2018,"ES24",1104,2,1,7,1177
2016,"ES24",5406,17,2,6,8250
2016,"ES24",4811,6,2,8,2461
2021,"ES24",4910,2,1,7,4494
2013,"ES24",2523,3,1,7,1474
2013,"ES24",3703,4,2,1,781
2018,"ES24",4805,11,2,4,8136
2020,"ES24",4815,18,2,1,7683
2016,"ES24",3617,2,2,7,7408
2013,"ES24",3616,13,1,4,2212
2019,"ES24",3608,12,2,0,5504
2019,"ES24",3303,9,1,1,9633
2020,"ES24",3707,16,2,1,1107
2019,"ES24",4905,9,1,3,82
2018,"ES24",2523,7,1,8,4896
2022,"ES24",4904,17,1,8,2162
2021,"ES24",3304,13,1,0,9577
2016,"ES24",1109,18,1,5,6602
2022,"ES24",3701,2,1,8,6126
2022,"ES24",2515,16,2,8,4985
2022,"ES24",2502,12,1,1,7033
2020,"ES24",1109,18,1,8,4077
2017,"ES24",4805,17,1,2,9017
2020,"ES24",4808,17,2,6,1211
2022,"ES24",3610,4,2,1,4077
2013,"ES24",1102,6,1,0,1211
2013,"ES24",3301,14,2,8,351
2017,"ES24",1112,11,2,7,9525
2022,"ES24",4901,5,2,4,2689
2014,"ES24",3615,3,1,2,8779
2020,"ES24",2521,18,2,5,8926
2022,"ES24",1104,3,1,6,3827
2016,"ES24",2501,4,1,4,3824
2019,"ES24",4814,18,2,7,8633
2019,"ES24",3304,18,1,0,4143
2016,"ES24",1206,15,1,0,1523
2013,"ES24",1205,12,2,1,2472
2019,"ES24",3616,16,2,2,3303
2019,"ES24",4806,5,2,2,8586
2014,"ES24",4808,18,1,5,7979
2019,"ES24",3602,7,2,1,4801
2015,"ES24",2524,1,2,2,3159
2015,"ES24",3301,10,2,4,9644
2022,"ES24",3610,9,2,8,8352
2014,"ES24",5405,8,2,6,1575
2018,"ES24",3711,6,2,4,1002
2015,"ES24",2513,5,2,3,5345
2016,"ES24",3617,5,2,8,9922
2014,"ES24",3602,17,1,7,8971
2021,"ES24",5407,3,1,7,6257
2019,"ES24",2522,18,2,8,9272
2013,"ES24",3610,1,2,8,716
2015,"ES24",1202,16,2,4,9648
2017,"ES24",3710,14,1,3,2331
2021,"ES24",3702,8,1,1,5908
2013,"ES24",2517,6,1,8,1069
2018,"ES24",2517,9,1,8,4576
2021,"ES24",4810,14,2,6,2688
2013,"ES24",3707,14,1,6,4939
2017,"ES24",1208,3,2,5,7293
2021,"ES24",3616,17,2,1,5980
2013,"ES24",3703,5,2,6,7725
2013,"ES24",1202,12,1,7,5621
2019,"ES24",2510,17,2,6,4183
2020,"ES24",3705,11,1,4,6062
2013,"ES24",5405,9,1,1,8104
2017,"ES24",2516,18,2,5,5734
2015,"ES24",1107,5,1,8,8802
2016,"ES24",4810,12,2,3,9611
2022,"ES24",2517,14,1,4,450
2020,"ES24",3705,2,1,0,4888
2022,"ES24",5403,10,2,7,1692
2013,"ES24",4806,17,1,7,8995
2017,"ES24",2512,18,1,1,3350
2016,"ES24",4810,3,2,1,7649
2020,"ES24",1214,17,1,2,9477
2020,"ES24",4906,1,1,7,3087
2015,"ES24",2512,18,2,3,7749
2017,"ES24",3614,5,2,7,2124
2015,"ES24",5402,14,2,3,1432
2019,"ES24",2501,7,1,7,5851
2017,"ES24",3618,10,1,1,4104
2021,"ES24",3702,13,1,8,903
2013,"ES24",1206,5,2,3,4932
2017,"ES24",4905,4,1,8,3106
2018,"ES24",3604,15,2,3,5857
2022,"ES24",1207,8,1,5,3196
2016,"ES24",1111,16,1,3,655
2015,"ES24",4806,4,2,2,9056
2013,"ES24",3611,14,1,1,8091
2017,"ES24",5414,4,1,3,9244
2022,"ES24",2522,9,2,2,2230
2020,"ES24",3614,5,1,4,6471
2013,"ES24",5408,4,1,1,7601
2019,"ES24",1109,5,2,3,4746
2015,"ES24",5411,17,2,6,3821
2019,"ES24",4905,17,2,4,8092
2018,"ES24",2519,9,1,6,6420
2022,"ES24",4909,13,1,4,9564
2017,"ES24",3608,11,1,3,7980
2014,"ES24",4815,17,1,1,442
2014,"ES24",5402,7,1,7,6582
2022,"ES24",4804,13,2,5,6855
2019,"ES24",2525,2,2,7,1781
2022,"ES24",4902,3,1,4,8721
2018,"ES24",5412,2,1,3,4173
2021,"ES24",3611,3,2,6,9478
2022,"ES24",4815,15,2,2,884
2013,"ES24",5409,13,1,4,2580
