año_cd,ccaa_cd,zbs_residencia_cd,grupo_edad_cd,sexo_cd,tsi_cd,n_poblacion
2017,ES11,1108,3,2,4,9342
2020,ES11,81,10,0,3,7886
2018,ES64,120211,17,9,5,1539
2022,ES52,120113,14,0,2,1121
2021,ES52,140127,15,1,1,6475
2024,ES51,120240,18,9,7,9571
2018,ES41,020,8,1,2,5332
2021,ES11,50507,4,2,0,8711
2018,ES53,4801,17,2,4,9916
2023,ES53,50602,7,1,3,7394
2020,ES70,2509,13,2,6,4894
2018,ES70,350,15,2,6,5774
2023,ES51,2509,9,1,7,8152
2020,ES62,50303,9,9,7,413
2024,ES70,747001955,4,9,3,7874
2020,ES43,47013,10,0,3,617
2022,ES24,734000926,14,9,6,1336
2020,ES11,705001003,12,9,1,9648
2023,ES11,120138,4,1,4,5911
2019,ES41,3604,9,2,3,1865
2020,ES12,120120,15,1,8,1296
2021,ES41,4910,12,9,3,6194
2017,ES62,120208,10,2,7,8906
2022,ES43,50610,4,9,4,6584
2019,ES23,50400,15,9,2,8836
2024,ES30,70,4,2,0,7109
2024,ES51,709001796,10,1,8,5379
2022,ES24,3609,12,2,4,5886
2019,ES13,56,16,2,0,6563
2019,ES41,737002031,6,0,1,8397
2017,ES42,140139,7,2,3,9064
2019,ES62,060116,18,9,4,9497
2019,ES11,27014,2,1,4,9199
2018,ES52,50401,13,1,7,8451
2022,ES22,724002226,12,1,7,9723
2019,ES22,737002008,11,0,3,6700
2017,ES22,747001968,2,0,6,7612
2017,ES41,709003511,12,0,4,6213
2018,ES12,22017,9,1,3,2631
2019,ES70,314,15,1,4,7265
2020,ES21,705000993,8,1,5,1387
2017,ES52,120118,15,2,1,1608
2023,ES62,4807,1,2,1,1924
2023,ES64,120204,2,2,0,680
2022,ES12,747001951,16,0,7,4699
2020,ES22,3706,4,2,1,8224
2023,ES70,43004,11,1,0,3199
2021,ES22,1204,4,2,7,9620
2021,ES22,43004,7,2,6,5600
2023,ES70,120136,9,0,2,2919
2022,ES21,50704,12,2,7,7828
2019,ES42,22005,18,9,8,4764
2018,ES43,078,14,0,6,9579
2021,ES51,27010,7,0,1,4592
2021,ES52,102,2,1,5,2643
2023,ES64,724002236,18,9,5,6111
2023,ES23,140106,10,1,6,4049
2021,ES13,22025,9,1,8,1294
2018,ES53,4808,12,2,6,8050
2023,ES41,1112,17,9,2,1509
2021,ES62,120137,13,2,8,4943
2020,ES70,5409,15,2,7,2554
2021,ES12,16101310,11,2,3,9776
2023,ES53,2302,8,0,8,9985
2017,ES62,120247,6,9,3,8463
2022,ES22,120222,14,9,8,4023
2024,ES70,24,1,0,4,6283
2020,ES64,749001169,9,2,5,4703
2024,ES53,50203,16,9,1,1450
2019,ES23,5027,10,1,5,9587
2023,ES52,27019,17,1,1,4628
2021,ES43,54,10,1,3,8814
2017,ES21,32,11,2,0,8475
2018,ES52,27002,17,0,4,9132
2024,ES23,50705,9,0,0,5588
2023,ES63,737002033,18,1,2,4036
2021,ES23,17,12,9,6,8088
2023,ES24,99018,17,9,3,9972
2024,ES52,734000924,13,2,4,8856
2019,ES13,7010510,6,9,5,6218
2023,ES11,50600,10,9,6,952
2024,ES11,50407,17,9,3,3717
2019,ES22,120125,6,2,2,563
2021,ES11,42008,4,2,0,1837
2022,ES41,2523,5,0,3,2516
2022,ES22,120135,1,9,5,2146
2020,ES11,120241,3,1,4,9390
2019,ES21,120103,11,0,5,1852
2024,ES43,22025,11,0,3,9993
2024,ES53,50706,17,1,3,7560
2017,ES70,120124,17,2,8,6214
2024,ES43,50308,1,1,6,8720
2018,ES42,27015,4,1,6,5604
2017,ES12,724002243,10,2,6,1664
2022,ES61,44006,16,0,4,4607
2024,ES63,035,18,9,3,9044
2018,ES43,737002030,11,9,4,4224
2019,ES42,43012,16,9,6,5842
2022,ES24,5,14,1,7,4583
2022,ES63,50302,8,1,7,5198
2021,ES24,4902,2,0,6,5526
2021,ES62,709001790,5,9,1,4404
2022,ES62,50806,14,0,3,7460
2021,ES53,737002015,13,1,0,6440
2020,ES24,734000922,18,1,4,4749
2021,ES64,4908,14,2,6,8608
2018,ES11,27019,9,9,0,6774
2020,ES13,737002018,11,2,5,2190
2022,ES30,705000991,17,2,4,8908
2022,ES64,3703,4,0,8,7006
2022,ES23,724002242,14,0,8,9152
2024,ES62,62,6,1,3,4887
2021,ES13,705000999,1,2,2,9563
2018,ES63,709001776,10,9,5,9024
2018,ES24,2503,13,0,5,7721
2020,ES70,060208,1,9,2,8456
2021,ES21,742000753,18,1,3,6221
2022,ES42,3612,16,2,1,2296
2019,ES43,16010410,3,1,2,7748
2017,ES21,0502,9,9,5,3210
2023,ES64,27010,6,1,0,7004
2017,ES41,747001956,16,1,8,3359
2017,ES11,4906,9,9,8,8719
2020,ES53,50417,6,0,6,3438
2019,ES53,2503,2,0,4,8618
2022,ES11,5413,13,0,2,5132
2022,ES30,120125,13,1,1,142
2023,ES62,22004,2,2,4,403
2018,ES70,9,2,2,1,5937
2021,ES41,50510,11,9,1,9404
2021,ES23,3,11,0,1,7745
2024,ES24,16063310,2,2,3,4328
2020,ES23,0208,10,2,3,9909
2022,ES43,740000967,12,0,4,4614
2018,ES12,30,8,9,6,8766
2017,ES21,15,4,0,0,6057
2022,ES62,359,13,9,4,7531
2020,ES70,749001182,17,1,0,8052
2019,ES30,120250,5,9,4,4031
2024,ES62,58,14,0,3,1775
2024,ES24,120228,7,1,3,2764
2019,ES63,1310,14,0,4,3764
2018,ES70,1208,16,0,2,7716
2019,ES42,724002230,9,2,1,2377
2020,ES13,120103,2,9,8,2246
2019,ES61,737002043,15,0,4,502
2023,ES23,120229,15,9,1,6615
2022,ES41,63,6,1,2,9292
2019,ES62,3301,2,0,6,4513
2024,ES70,749001184,13,2,7,7075
2017,ES51,749002308,3,9,1,4529
2022,ES41,742000752,15,1,0,1501
2018,ES11,50608,5,2,8,9105
2022,ES30,50609,3,2,1,4588
2023,ES62,5411,9,9,1,3719
2017,ES52,47011,8,0,0,1581
2018,ES13,3610,13,0,8,484
2022,ES22,734000942,8,0,6,3178
2020,ES63,4902,14,2,8,3569
2020,ES53,22003,11,9,4,1543
2022,ES43,62,1,1,6,2158
2023,ES70,4907,18,1,8,6931
2024,ES42,50603,7,1,7,6792
2017,ES64,3704,5,9,6,3500
2017,ES11,5,7,9,5,6082
2024,ES24,0206,11,9,5,9370
2018,ES24,44003,17,1,8,9710
2021,ES13,37,10,1,0,8953
2023,ES43,742000757,12,1,5,9544
2022,ES41,120224,12,0,3,5706
2019,ES64,4807,8,1,7,6699
2024,ES61,737002043,18,9,3,7353
2020,ES11,4804,18,0,5,9533
2017,ES62,181,17,2,4,808
2022,ES61,060101,6,9,6,7022
2022,ES30,1214,9,1,2,27
2023,ES64,3704,2,2,3,2795
2019,ES21,4814,11,9,4,5738
2018,ES52,2302,4,2,3,4752
2017,ES53,50415,9,1,8,537
2020,ES23,5406,5,9,2,431
2020,ES12,709001801,4,1,4,5129
2019,ES61,50102,1,2,3,8848
2019,ES61,074,2,2,7,1569
2021,ES43,2403,12,1,4,2710
2017,ES21,747001950,8,1,2,8493
2024,ES13,740000962,5,0,1,286
2022,ES63,17,1,2,5,845
2022,ES70,50512,1,0,8,7289
2021,ES43,45,14,2,0,9577
2023,ES64,5021,16,0,6,4219
2023,ES12,747001972,11,1,6,5605
2022,ES42,50109,12,9,7,1221
2020,ES11,1210,5,9,2,7240
2021,ES23,737002031,16,0,5,1264
2017,ES23,747004051,5,1,8,4421
2022,ES51,103,15,2,8,2116
2021,ES42,060213,9,0,1,2664
2018,ES51,120244,12,1,7,2557
2017,ES11,041,18,1,3,6790
2020,ES61,747004070,12,9,8,1802
2022,ES62,222,16,9,0,1177
2019,ES11,22011,9,9,4,8250
2022,ES13,16041810,4,1,5,2461
2021,ES30,43009,15,1,3,4494
2022,ES11,120254,9,0,7,1474
2021,ES64,060107,1,9,7,781
2019,ES23,120249,8,2,1,8136
2024,ES23,120112,15,1,5,7683
2019,ES62,705000991,17,9,6,7408
2017,ES23,62,15,9,2,2212
2023,ES63,3710,9,2,8,5504
2020,ES24,99018,2,1,0,9633
2020,ES70,3605,10,9,4,1107
2024,ES13,060215,18,9,0,82
2021,ES63,120217,9,1,4,4896
2019,ES23,41,8,0,1,2162
2022,ES22,50103,16,0,0,9577
2023,ES13,0408,13,0,7,6602
2024,ES63,0602,9,1,4,6126
2024,ES62,734000925,10,0,7,4985
2024,ES21,44011,18,2,7,7033
2024,ES41,5409,17,2,2,4077
2022,ES42,724002215,2,1,1,9017
2018,ES13,120106,17,2,2,1211
2023,ES42,709001806,6,0,8,4077
2019,ES43,120225,2,2,4,1211
2018,ES61,86,3,9,2,351
2024,ES53,709001775,4,9,7,9525
2024,ES62,4805,11,1,6,2689
2018,ES41,5402,18,9,0,8779
2019,ES30,705000988,2,9,8,8926
2021,ES42,120214,13,2,4,3827
2020,ES24,77,12,1,7,3824
2018,ES30,120201,9,9,3,8633
2022,ES42,060110,16,2,6,4143
2023,ES42,120144,9,9,5,1523
2021,ES42,64,7,0,7,2472
2022,ES51,41,17,2,8,3303
2023,ES63,30,13,9,7,8586
2020,ES30,737002034,18,0,5,7979
2024,ES23,50706,2,9,8,4801
2024,ES42,3304,16,0,1,3159
2022,ES30,737002023,12,9,6,9644
2024,ES70,50102,18,2,1,8352
2018,ES23,120142,17,0,7,1575
2024,ES61,1701,17,2,7,1002
2018,ES52,742000751,4,0,3,5345
2018,ES30,27018,6,0,4,9922
2020,ES21,747001955,14,9,8,8971
2019,ES51,27009,11,2,4,6257
2022,ES23,16070210,5,2,1,9272
2019,ES24,43004,3,0,7,716
2023,ES13,16084910,18,1,3,9648
2021,ES12,47015,3,9,8,2331
2020,ES12,47021,4,9,3,5908
2021,ES62,4802,18,0,3,1069
2017,ES23,50310,18,1,8,4576
2019,ES11,50404,15,1,2,2688
2022,ES12,120241,12,9,7,4939
2018,ES13,50804,16,0,7,7293
2017,ES62,749001179,5,1,0,5980
2017,ES42,118,18,1,4,7725
2021,ES43,49,7,0,0,5621
2023,ES62,27011,1,9,7,4183
2022,ES61,42008,10,2,4,6062
2022,ES30,1104,9,0,7,8104
2021,ES11,0615,8,0,2,5734
2023,ES24,709001795,6,0,5,8802
2019,ES23,749001184,5,2,1,9611
2023,ES22,120133,5,0,3,450
2023,ES61,042,17,1,8,4888
2017,ES22,749001179,3,2,3,1692
2021,ES51,5010,18,0,5,8995
2021,ES23,737002009,1,0,0,3350
2022,ES24,737002024,16,2,5,7649
2020,ES61,060210,14,2,7,9477
2019,ES52,223,8,2,7,3087
2020,ES12,709001809,6,0,4,7749
2024,ES23,73,9,2,2,2124
2024,ES64,4802,14,1,0,1432
2023,ES61,50303,14,0,1,5851
2022,ES30,42001,3,1,6,4104
2021,ES21,018,17,9,0,903
2023,ES11,47001,5,0,0,4932
2023,ES11,42018,12,2,3,3106
2021,ES30,50513,17,1,5,5857
2024,ES24,060115,11,0,6,3196
2022,ES22,50702,9,1,1,655
2020,ES11,705000997,18,1,6,9056
2021,ES24,5026,5,1,5,8091
2019,ES42,120103,12,9,3,9244
2019,ES64,47020,14,1,6,2230
2023,ES13,709001803,2,9,6,6471
2019,ES23,120219,10,9,1,7601
2017,ES42,120108,17,2,2,4746
2020,ES63,38,18,2,1,3821
2022,ES61,724002245,3,9,1,8092
2020,ES41,060209,17,9,1,6420
2023,ES21,16031210,1,0,5,9564
2024,ES62,724002215,18,9,2,7980
2017,ES42,120132,5,9,8,442
2023,ES23,724002223,14,2,0,6582
2018,ES62,1701,7,0,8,6855
2018,ES53,724002239,10,9,5,1781
2018,ES41,50402,13,1,7,8721
2020,ES41,50422,5,0,6,4173
2023,ES21,41,4,0,4,9478
2024,ES11,060212,15,2,4,884
2023,ES70,3711,8,9,2,2580
2020,ES41,120150,16,2,0,1582
2021,ES61,120102,4,2,6,6877
2022,ES21,120255,14,9,2,5327
2024,ES43,1106,4,9,1,5445
2018,ES13,1011,9,9,1,8522
2021,ES62,47020,5,2,3,9955
2017,ES13,47006,4,2,4,7100
2019,ES30,7,5,9,5,186
2019,ES63,50409,17,9,3,9916
2019,ES52,737002029,17,0,3,7724
2023,ES23,120144,9,1,0,3081
2023,ES11,50104,13,2,3,9025
2019,ES62,50506,11,2,4,9563
2019,ES22,120126,17,9,4,6988
2021,ES62,060103,7,2,5,9340
2018,ES64,50400,13,0,7,691
2024,ES13,055,2,1,1,8632
2022,ES51,120144,3,1,6,6682
2019,ES61,1205,2,9,3,2487
2021,ES11,1508,3,1,6,9108
2023,ES70,3707,15,2,2,5577
2024,ES70,89,13,2,7,4566
2021,ES42,3701,14,1,6,4011
2022,ES13,50421,9,9,6,4967
2019,ES51,120230,14,2,8,7155
2018,ES64,5,9,0,5,336
2024,ES11,22001,10,2,8,6636
2020,ES30,709003511,6,2,3,4051
2024,ES12,22023,6,2,1,7908
2020,ES52,120112,10,0,5,168
2018,ES13,50102,10,9,4,2911
2021,ES62,1101,7,2,8,7503
2019,ES22,140307,17,0,6,8603
2021,ES61,16061710,17,2,4,3113
2019,ES42,3605,8,9,3,738
2023,ES42,22020,11,2,3,3371
2020,ES62,0609,4,9,3,5856
2020,ES61,62,4,1,7,7540
2019,ES21,724002248,9,9,3,7394
2020,ES70,747001941,15,0,1,9189
2022,ES61,4801,11,9,5,5084
2023,ES51,060125,13,9,4,3660
2017,ES42,41,10,0,4,7067
2022,ES62,060129,14,9,6,794
2020,ES61,4899,2,1,3,4095
2020,ES41,3709,11,2,1,2483
2017,ES64,50605,10,0,7,6217
2017,ES24,4803,9,9,2,5617
2022,ES64,705001003,5,1,2,4046
2024,ES30,120234,6,2,8,9976
2020,ES52,749001187,2,9,4,5322
2017,ES13,747001952,2,1,2,9541
2023,ES13,1503,2,0,7,5269
2023,ES24,69,1,9,0,6262
2024,ES53,118,9,1,3,6502
2023,ES62,4806,12,9,2,2954
2022,ES11,2522,16,9,7,2159
2020,ES62,42014,6,0,6,5184
2024,ES24,50300,9,9,2,1400
2021,ES30,2520,12,1,0,7527
2024,ES22,99028,12,1,2,8865
2017,ES53,32,4,1,1,7001
2017,ES12,7,4,9,2,8962
2021,ES43,5007,2,1,3,1236
2018,ES12,120231,15,0,1,4247
2024,ES52,42005,11,9,2,4266
2020,ES24,747001960,10,2,1,1231
2023,ES11,120215,14,2,0,7345
2023,ES52,5010,7,9,4,3715
2020,ES21,13,1,0,4,374
2017,ES52,737002018,5,0,7,5129
2023,ES21,44003,5,2,2,4680
2023,ES70,0510,17,9,6,7767
2018,ES63,22021,14,1,3,8379
2023,ES11,120220,9,2,7,9024
2019,ES24,81,1,9,5,6665
2019,ES23,737002029,17,0,5,1391
2018,ES30,737002023,17,9,2,9415
2022,ES63,1215,7,9,4,6234
2019,ES51,16112110,4,0,0,342
2020,ES12,5005,11,1,5,814
2018,ES30,45,14,2,2,8759
2023,ES43,2517,8,0,0,2353
2017,ES53,120102,18,9,4,6042
2019,ES53,734000925,14,1,8,6645
2021,ES11,22021,15,9,5,1367
2017,ES41,42008,16,1,7,5485
2022,ES43,118,2,0,3,7348
2017,ES23,1810,3,1,7,6824
2021,ES63,1102,4,9,6,1938
2017,ES43,44004,4,1,5,3720
2017,ES12,749001176,11,1,0,8805
2023,ES42,3707,18,1,5,865
2024,ES53,120146,9,9,7,7910
2017,ES61,50704,9,9,6,2552
2021,ES52,081,15,2,1,5820
2019,ES22,43001,3,0,4,6519
2020,ES13,47016,18,2,0,6873
2024,ES23,16073210,10,2,6,4200
2017,ES24,060115,3,1,4,8706
2021,ES61,737002009,9,1,3,3769
2020,ES52,3606,5,2,4,1732
2024,ES62,16072110,12,0,7,9178
2024,ES24,120148,17,2,1,5257
2019,ES30,060127,1,1,2,5981
2021,ES43,120127,12,2,8,3292
2019,ES43,1411,3,2,4,6147
2023,ES30,54,2,9,2,9252
2021,ES42,2513,1,9,7,6495
2017,ES42,140113,15,1,0,5037
2021,ES24,50201,17,0,5,7827
2022,ES43,709001797,17,1,1,7924
2020,ES62,50204,10,9,3,134
2019,ES11,3608,1,2,5,2822
2017,ES43,742000763,2,9,2,834
2021,ES21,3702,4,0,5,3478
2024,ES30,737002027,16,2,1,9484
2017,ES41,3603,12,9,7,4892
2023,ES62,724002214,7,0,5,6295
2019,ES63,747001932,6,1,7,9400
2023,ES30,2522,11,9,4,1411
2022,ES64,67,5,1,4,3597
2021,ES62,3601,2,1,4,8014
2018,ES64,120201,2,0,6,1896
2018,ES30,77,16,1,8,1048
2023,ES42,50107,4,9,4,3561
2022,ES53,50603,18,1,5,31
2017,ES64,22021,8,9,5,6838
2023,ES13,740000962,4,0,6,9549
2024,ES21,120228,9,0,1,9663
2019,ES64,181,10,1,8,704
2023,ES64,42013,6,0,7,7354
2018,ES41,91,10,0,3,8338
2022,ES63,060114,1,9,5,8115
2020,ES23,120242,1,2,7,4918
2018,ES23,120127,15,2,1,4680
2023,ES41,120142,3,0,4,1834
2018,ES63,709001796,5,9,3,545
2022,ES61,115,7,0,5,1750
2019,ES43,50605,3,9,5,869
2018,ES61,120214,16,2,5,2259
2022,ES11,30,1,0,2,8717
2024,ES13,5404,16,1,5,8636
2021,ES62,5405,15,9,5,5608
2018,ES24,120216,14,2,4,8800
2018,ES42,2517,11,9,8,3195
2024,ES61,50607,7,0,2,9781
2017,ES63,120220,6,2,2,8067
2022,ES53,2521,7,2,6,3607
2017,ES52,16056710,11,9,1,2531
2020,ES41,3618,3,9,1,9674
2018,ES62,50507,5,2,0,7094
2024,ES30,740000963,10,2,5,7725
2019,ES11,120207,12,0,7,5434
2017,ES51,747001930,16,2,3,8236
2021,ES61,4911,14,2,0,9196
2023,ES61,0909,17,1,1,2953
2021,ES22,724002223,10,9,5,2074
2017,ES41,737002011,10,9,0,2092
2022,ES53,120202,13,2,6,446
2022,ES62,120239,3,1,4,9325
2020,ES41,009,5,2,0,3082
2018,ES13,060110,10,0,2,7823
2020,ES61,747001963,10,2,8,8588
2018,ES12,747001973,14,1,7,8562
2021,ES11,120245,7,9,0,5693
2017,ES11,27020,8,2,0,125
2018,ES61,737002024,14,1,3,3527
2018,ES12,50415,7,0,7,2736
2017,ES61,50503,9,1,5,9369
2021,ES70,4902,17,1,7,5209
2022,ES62,22018,11,1,3,836
2023,ES30,27019,12,0,0,6926
2017,ES52,22005,8,0,7,4050
2023,ES64,120139,5,1,1,5090
2024,ES70,5,11,1,6,7656
2018,ES62,120242,9,2,2,6135
2020,ES51,060117,7,2,6,5878
2018,ES42,5005,17,9,6,7617
2022,ES30,5408,7,2,0,5828
2022,ES52,724002237,10,1,8,1037
2022,ES43,120136,3,9,3,8552
2023,ES64,120210,16,2,1,6900
2022,ES63,060116,1,9,4,8595
2018,ES64,120213,3,1,0,6320
2017,ES52,747001945,8,2,6,6613
2019,ES51,120246,14,2,5,8762
2019,ES61,42006,1,9,8,2391
2024,ES43,375,11,1,8,7517
2022,ES62,50507,12,2,2,6593
2019,ES53,724002217,5,1,0,5907
2018,ES62,4903,14,0,6,2005
2017,ES51,47016,18,0,0,7820
2021,ES30,709001801,4,1,6,2257
2019,ES24,749001182,10,1,8,8164
2017,ES21,188,3,2,2,1437
2022,ES64,50602,12,0,6,1190
2024,ES64,749001183,2,0,5,4817
2018,ES24,120114,5,1,4,6470
2023,ES11,709001809,10,9,5,2229
2022,ES70,5022,11,9,3,5048
2017,ES52,8,5,2,7,2103
2023,ES52,43004,7,1,1,9701
2022,ES12,740000973,8,1,3,3715
2020,ES53,120214,12,0,1,546
2019,ES11,47013,15,9,2,2711
2020,ES42,3613,11,0,6,2374
2023,ES42,50415,12,1,7,2248
2019,ES13,16041810,13,1,4,8852
2023,ES22,737002021,8,0,2,6502
2024,ES12,120233,2,9,5,3025
2019,ES12,50406,13,0,3,6985
2023,ES63,724002237,17,2,3,7753
2024,ES64,709001798,4,0,1,2773
2023,ES23,747001953,4,9,7,9536
2021,ES52,724002236,15,2,4,8834
2021,ES24,709001798,5,9,3,627
2021,ES42,3705,1,1,5,1462
2019,ES70,42021,17,2,4,5585
2022,ES11,1111,15,0,1,4727
2019,ES42,44003,17,0,2,4593
2021,ES21,50418,6,2,4,2813
2021,ES61,5020,9,1,2,8066
2020,ES41,16012810,15,0,4,1218
2021,ES53,2516,9,9,4,7415
2019,ES61,120120,17,0,2,8493
2019,ES24,50701,10,1,3,62
2024,ES64,50310,1,9,3,3504
2017,ES24,120223,7,2,7,1470
2021,ES30,362,12,0,5,8907
2023,ES62,4817,12,2,5,9941
2022,ES52,73,4,9,3,7008
2017,ES53,50110,18,0,3,8487
2022,ES51,120230,18,9,0,3172
2017,ES23,22004,13,9,7,1483
2017,ES43,1204,13,9,3,222
2020,ES51,724002204,2,9,8,9544
2021,ES11,120246,8,1,0,2852
2020,ES11,1505,15,1,8,8766
2024,ES43,50414,17,0,7,1319
2023,ES21,048,1,2,2,8282
2021,ES43,79,1,0,6,4904
2022,ES41,060205,7,1,0,1265
2023,ES11,120241,13,2,5,8984
2023,ES62,50308,8,1,1,710
2021,ES43,3601,14,0,7,599
2024,ES23,104,4,1,0,6629
2017,ES11,747001969,3,2,1,6766
2022,ES11,120252,2,1,0,8288
2021,ES63,709001783,4,9,0,6677
2020,ES42,16012110,10,9,6,4781
2022,ES21,749002308,18,9,5,6587
2018,ES43,2009,2,2,0,2646
2023,ES52,43017,7,0,7,6429
2022,ES41,3609,17,0,4,4833
2022,ES42,50504,15,2,4,9509
2023,ES62,2512,18,2,4,6582
2021,ES51,66,14,1,8,6617
2023,ES70,69,6,2,8,7833
2023,ES43,3611,5,0,1,6146
2021,ES30,705000999,4,1,5,74
2021,ES24,87,12,9,1,4555
2019,ES21,43001,8,9,8,4119
2024,ES24,017,11,2,2,7012
2022,ES70,120214,5,2,3,2868
2020,ES11,737002020,4,1,2,7234
2019,ES70,705000988,18,1,4,5009
2017,ES53,19,9,9,5,6296
2023,ES12,50807,5,1,3,9754
2024,ES42,120209,8,1,2,5435
2019,ES11,50602,13,1,0,3974
2020,ES42,049,1,2,1,4027
2023,ES42,120130,8,1,2,2080
2021,ES22,120108,4,2,2,4220
2022,ES52,50514,8,9,3,9185
2023,ES12,120132,1,1,8,8627
2021,ES22,740000959,16,9,4,9551
2020,ES24,120132,6,9,1,3272
2022,ES53,734000922,18,0,2,2781
2024,ES11,1209,15,0,0,1887
2022,ES12,1104,10,2,6,3860
2018,ES61,120250,10,9,3,2919
2019,ES21,291,8,2,4,6573
2021,ES22,120211,9,9,2,56
2019,ES52,16055110,11,9,3,846
2023,ES62,16111510,1,0,0,2206
2024,ES21,724002236,3,1,4,9416
2021,ES22,108,14,1,2,7896
2021,ES42,4910,9,1,7,1449
2024,ES21,2301,14,0,6,5143
2018,ES41,42004,10,0,7,1169
2019,ES24,213,3,0,6,3626
2024,ES11,42012,9,0,0,9664
2024,ES21,120118,16,0,8,5701
2017,ES51,39,6,1,4,6812
2017,ES51,50406,18,9,8,495
2021,ES52,740000962,15,1,3,5188
2020,ES64,060207,5,9,0,3887
2023,ES51,47018,17,2,0,9620
2019,ES12,5412,10,1,5,9079
2023,ES23,724002229,11,2,3,5949
2018,ES42,120103,11,9,5,9150
2020,ES23,42012,10,1,0,88
2019,ES61,116,11,1,3,7486
2021,ES62,1113,5,0,7,1354
2022,ES11,734000927,7,2,4,7080
2021,ES43,1113,10,9,1,4414
2019,ES42,747004070,7,1,3,7500
2023,ES42,724002241,15,0,0,2850
2024,ES52,734000932,18,0,7,9325
2017,ES11,27002,2,2,4,9329
2020,ES41,060128,1,0,4,4472
2024,ES53,1106,16,2,3,8144
2023,ES63,50508,13,1,8,347
2018,ES30,50309,12,2,1,6572
2019,ES11,734000938,13,1,3,5187
2017,ES43,3304,16,2,0,5982
